post_id,source,text,label
23945429_gab,gab,not church represents nuts allowing bishop nuts expecting muzzies wander looking direction mecca,offensive
1178841952797810688_twitter,twitter,USER USER course white supremacists idiot,normal
14375797_gab,gab,pres johnson buying stereotype blacks afraid snakes not afraid snakes drive gas stations one trunk try trick black attendants opening,normal
1203200136874037248_twitter,twitter,USER genuinely annoying boring game every game amount retards make wanna kill,offensive
1145920720746078208_twitter,twitter,bungo scrungo gay dogs,normal
14963895_gab,gab,call USER kike say hes hero not trip fast enough give platform give suggestion perhaps fundraise charity actually help child trafficking victims hear profound silence,hatespeech
13507393_gab,gab,death2fags r pleased met righteous fag bashers beating park queers even massive statist agentsofsodom,hatespeech
27749075_gab,gab,not homophobic not despise gays lesbians queers transgenders not give shit,normal
20478786_gab,gab,disarm us muzzies find easier kill end goal,hatespeech
20188647_gab,gab,endless stream faggots fakes amuse confuse cut thru teamwhite v teamjew not white anti jew teamjew aint hard,hatespeech
1841571_gab,gab,americans believe refugees come first americans,normal
14731923_gab,gab,soy look know fucked asians highly doubt face looks like soy sauce,offensive
1178813464258723841_twitter,twitter,niggas like get away shit u missed whole fucking point raped woman telling women warn thats wrong tf shit really irks,normal
1178929672379387904_twitter,twitter,also best player second top goalscorer super falcons african women championship october st making nigeria proud sunday dare nigeria independence,normal
1075582506911571969_twitter,twitter,USER whose money minister playing political points refugees no deodorant desperation,normal
1103444983166717959_twitter,twitter,fuck around hit lil hoe no jimmy,normal
17122521_gab,gab,new years resolution manage even asshole nigger lovers retards already,offensive
18860123_gab,gab,bus not one single english person plus one coon talking phone gibberish language not understand,hatespeech
17409574_gab,gab,c nigger faggot,hatespeech
1087130490648363009_twitter,twitter,want hate not disappointed_face,normal
1179085128120721408_twitter,twitter,every man seriously dated light haired light eyes white boy lil facial hair somehow mechanically technologically inclined,normal
1178437916902731778_twitter,twitter,USER wrong asians latinos jews gay white guys,normal
17048275_gab,gab,check fucking cianiggers kike wars fucking thread worst propaganda ever seen,hatespeech
1103311923066490880_twitter,twitter,best new shoes,normal
9441299_gab,gab,questions would black guy another black guy would paki another paki would white guy non white no no yes america,offensive
26015173_gab,gab,sand nigger rats,offensive
13292192_gab,gab,fuckin beaner guard illegal gonna kill paddock prevent massacre praise illegals news heros brown fucked im calling,hatespeech
1178750430219780098_twitter,twitter,USER USER keep kissing white ass,offensive
1178741605534244864_twitter,twitter,yall niggas starting get drip dressing like faggot mixed,offensive
1179048690469744645_twitter,twitter,USER USER genuine question hate white people much seems twitter,normal
2399896_gab,gab,USER saw one way awstun tonight looked like fat dyke stubble completely wrong bone structure,hatespeech
18453830_gab,gab,well not still sound like muslime muslimes rant like total maniacs comes tha jews,hatespeech
13833407_gab,gab,jedi mike jedi mike hours ago wonder thugs listening rap songs locker room glorify violence wud awesome get wud destroy stupid protest,normal
1178799213158600704_twitter,twitter,USER white kid active shooters look pull away porch monkey,normal
1178076695418548226_twitter,twitter,fucking hate faggots,hatespeech
13510494_gab,gab,let see right kaepernick suing nfl no one wants hire no talent racist america hating muslim scumbag president blame along conspiracy nfl owners not think,offensive
19410887_gab,gab,fuck kike,hatespeech
11799248_gab,gab,comedy upsize life getting job allow get nicer house chantelle spit donut chew one retard,offensive
18237480_gab,gab,feel selling country foreigners daughters raped name anti racism lol e laughing stock world nothing honorable bunch cucked sand nigger loving faggots hope die,hatespeech
19603164_gab,gab,maybe could employ local moslem instead,normal
11749763_gab,gab,lots us reading ds chuckles even mischlingen funny stuff times mentally filter kike kike,hatespeech
1179104804854992896_twitter,twitter,go fucking kill trx much better bnb,normal
20548529_gab,gab,really think retarded skinhead neo nazi britain furst types way thick create bomb without blowing,hatespeech
1106176464934727680_twitter,twitter,gay heart shaking,normal
9570429_gab,gab,no shit think read days ago passenger amtrack train de railing nearly falling wide strong river jihadi ragheaded bastards,hatespeech
22617100_gab,gab,hm isnt yids support arabs invading eu thought arabs would licking ass another yid killed france days ag go called karma,hatespeech
1178754510027722752_twitter,twitter,USER glad asked intelligent question fact woman use bag save turtles also time pulling white ass sh censored,offensive
11103370_gab,gab,anyone remotely interested philosophical thought accurate social commentary follow man gab fact fat negresses cnn telling people think not people like goddamn crime,hatespeech
1083098441230831626_twitter,twitter,also non black women call black women ratchet ghetto usually really ratchet ghetto hell funny point,offensive
1181229558831431682_twitter,twitter,USER new rupaul gay community,offensive
1179080024302899200_twitter,twitter,USER need burnol btw u seem literate enough read word refugee sentence cant may allah subhanu wata ala help,normal
1178911915675770882_twitter,twitter,ladies got money make yo dream nigga smart money handsome money rich money money,normal
1178508067958382592_twitter,twitter,saints please go get white qb week anybody better nigger teddy,hatespeech
1178649370222137344_twitter,twitter,classroom edition jackee si ching chong junel nd last hmm richardd hmm sanchez questions,normal
8036102_gab,gab,say need welcoming immigrants racist shut whitey pay,offensive
8796561_gab,gab,muzzies get schlong stuck goat ass hotline call something,hatespeech
11249326_gab,gab,point gonna defend usa property jews yes no,hatespeech
18204254_gab,gab,word day indolent use sentence congressman USER USER indolent nigger confirms affirmative action never competency based parents help mefa make english fun school kids,hatespeech
27728689_gab,gab,nigger con taking gun jumped meter maid killing white male cop classic proof real world lethality feminist poison injected god damned kikes brains naive women,hatespeech
9982674_gab,gab,leftists moving closer center days would not know msm though order keep chaos going importing muslim fighters main tactic know many demoncraps voted trump grow less relevant every day,hatespeech
20007366_gab,gab,yup USER major retard also liar based son likely also retarded yet not kill,hatespeech
1179058422421041152_twitter,twitter,jews still live cultish self serving warring criticism b cos developed culture pharasitic entitlements not enlightened still sacrifice animals posturing still reject god,hatespeech
12793806_gab,gab,world simply not safe space goatfuckers zhids gone,hatespeech
26093638_gab,gab,like every nigger clown lol,hatespeech
1178292006705074176_twitter,twitter,USER USER point black people control departments negros allow severely vetted,offensive
1104875261819060224_twitter,twitter,shoe fits wear whatever,normal
1178810298125492225_twitter,twitter,gay means still awake time thinking crushes like gosh shut fuck brain,normal
27202590_gab,gab,tell italian nigger cow,hatespeech
1179098345316536322_twitter,twitter,question answer honestly many men prefer slut passive woman many women prefer multiple sex partners lastly wrong open marriage,offensive
12105871_gab,gab,negro biological son take back property not find discrepancies observed reality hypothetical situation,offensive
13537537_gab,gab,thinking new old social system women land man job maintain improve land men political power niggers obey leave jews volunteer ovens fill blanks,hatespeech
15872881_gab,gab,cernovich race mixes tabloid journalism regardless fellow white person status cerno every sense bugman raising chink kids pro sodomy pro homosexual former tranny lover got rap sheet mile long know,hatespeech
11322381_gab,gab,factor born ghetto dad born ghetto lots really poor kids parents turn excel,normal
11763894_gab,gab,remind called globalists genocides holocaust done name communism make impossible use holocaust political reasons,offensive
24735346_gab,gab,shame prince not find nigger country marry find hand states,hatespeech
3325244_gab,gab,USER afraid avoided malls years used near stores went business leveled made upscale outlet mall ok first weeks white high school girl shoppers outlet prices proximity ghetto folk disaster,offensive
1179028793035390976_twitter,twitter,USER start giving treatment muslim hindus hav muslim countries not pelt stone army no riotsaur unn muslim conutries jaise uae ko bhi pta hai hamare paas dimaag hai nhi bss crude oil hai inke paas hai,normal
22726083_gab,gab,laura ingraham dumb bitch fuck cucked twice nigger faggot basketball player managed controlled punk,hatespeech
27682176_gab,gab,smethwick parliamentary constituency sir oswald mosley forty years later conservative mp peter griffiths took campaign slogan want nigger neighbour vote liberal labour today percent white,offensive
1200488670308052992_twitter,twitter,look talk sexy like pretty ghetto type bitch not even say hello,normal
1122879949252300800_twitter,twitter,captain marvel gay valkyrie bi please thank u,normal
1179017904743952384_twitter,twitter,comes fun part turns dude word class faggot fashion designer shit,hatespeech
16545674_gab,gab,reason still breathing write truth empire lies cost home children ghetto baltimore lives practically nothing refuses government handouts writes like madman support patreon results cost ratio amazing,normal
14534856_gab,gab,bad europeans americans apparently australia kinda square funny lower tier male illegal immigrants red belt still not managed swing areas female positive territory like females not live long reason,normal
1095073483732733954_twitter,twitter,USER iranians hate stupid racist animal criminal rulers,hatespeech
1179000400810168320_twitter,twitter,officially spooky szn bitch,normal
1221348915452080130_twitter,twitter,USER USER china not asians eat dogs illegal countries like mine,normal
17727937_gab,gab,gab needs incognito alias mode post using native ghetto slang without offending devout followers,offensive
9826529_gab,gab,asians percent uc irvine percent berkeley percent ucla grandkids asian u r worried jews lmao,normal
1221202118981193729_twitter,twitter,respect equality much beat women punishment men get hundred_points,hatespeech
17728107_gab,gab,strategy goy first lure beaners false sense security let win not lose trump brilliant businessman knows,hatespeech
17179923_gab,gab,type like nigger message pure kike niggerkike,hatespeech
12638520_gab,gab,islam love,normal
1178971382656507909_twitter,twitter,USER USER USER implication digital blackface reply gif aside yeah totally correct adl found white supremacists using okay white hate slogan pretty sickening stuff even white guy,normal
23812915_gab,gab,saw obese negress wearing shirt emblazoned black beautiful not imagine reaction wore okay white shirt public,hatespeech
17618487_gab,gab,glad father seems like decent one keep listening dealt professionally large numbers jews years disgusting cruel mendacious people like crueler intelligent arabs,offensive
19079025_gab,gab,k nigger keep looking daddy aint try white woman house corner,hatespeech
8527409_gab,gab,jfc no one mean no one retarded jizzwizard ded,offensive
6683255_gab,gab,USER seems city becomes entirely divorced industrial past either becomes ghetto becomes call lifestyle city paying dollars restaurant one person not uncommon,normal
15069352_gab,gab,dunno long kept strictly drowning nigger babies,hatespeech
1182819011295236098_twitter,twitter,amp bitch amp wanna hear say fly shit,offensive
26733331_gab,gab,fucking funny turk posts code puts USER lies chat dm front street fucking disgrace jared jew juicer white race cucking kikes working far fucking heeb puffer,hatespeech
1266536467662352384_twitter,twitter,heard black girl hit security guard dyke wit meanest shut bitch ever heard atlanta cryin dog,offensive
15906023_gab,gab,claim fame jews people rejected god,offensive
1178880084154834944_twitter,twitter,USER USER hillbilly polled,normal
17845901_gab,gab,founded jews make kosher goys masonic lodge exists bring israel one books possession,offensive
25487169_gab,gab,nigger noticed muh groid avoidance maneuver tonight lol walked way around car avoid passing hoodies white women shuffle aside,hatespeech
1185197747877613568_twitter,twitter,dump dick hoe rolling_on_the_floor_laughing,offensive
12451432_gab,gab,dyke haircut pink hoodie not man,offensive
1082310443161403392_twitter,twitter,lil sexy retarted bitch,offensive
25001491_gab,gab,perhaps screaming ugly overweight retarded black nigger whose favorite snack buffalo turd,hatespeech
18971190_gab,gab,little bitch bubble boy marco rubio sitting get ass clap send back commie island,offensive
1106543525254946817_twitter,twitter,heartbroken news heart prayers always victims muslim family around world,normal
1178515478836236288_twitter,twitter,trump already defending notion civil war impeached anybody thinks innocent point fucking idiot not convincing enough go read white house incriminating memo,normal
10903516_gab,gab,hates violence assuming must love violence eh charlottesville fighting darn commies guess must big cantwell supporter,offensive
14551753_gab,gab,know diversity crusher singh parody post not condone violence common garden venting annoyed straight white male typical degeneracy anti white opportunism evil mudvader,normal
21959094_gab,gab,feelz surreal gotta break tounge love beaner pussy nomnomonom,offensive
1178828341052395520_twitter,twitter,buck white ass shoes look untouched madness fox,normal
12744613_gab,gab,otoh might retarded failing trolling along rest life,offensive
1208149210060726282_twitter,twitter,USER USER understand mooslims keep women burkha mean ugly hai na,offensive
1090425607689854976_twitter,twitter,jews stole foreskin,offensive
14357240_gab,gab,great grandparents society free jews riff raff deserve,hatespeech
19732729_gab,gab,said no president ever addressed race nigger trump not need end nigger basket something like self explanatory,hatespeech
11460658_gab,gab,katie pavlich USER white house press corps shocked learn illegal immigrants not eligible federal relief benefits reserved citizens,normal
17332850_gab,gab,lol yeah know u saying refugees living lives not reasons seek refugee bother people peoples countries kalergi plan alright empty greater israel hope eu gonna clash different cultures religions people accept nwo,offensive
4105410_gab,gab,god bless james earl ray putting nigger mlk save white girls rapist cock maga,hatespeech
3316015_gab,gab,warning women men boy girls toddlers fair game rapes forms violence obama friendly terrorist immigrants,hatespeech
1179045043803283456_twitter,twitter,bharat ki laxmi welcoming prosperity brought goddess lakshmi indian culture pm modi called movement celebrate women made difference lives others society country people responded enthusiastically social media,normal
23323165_gab,gab,free speech yet banned speech pretty gay ask also kike doug mackey not right wing subversive antifa level faggot,hatespeech
1178856921316675584_twitter,twitter,queer black person times likely experience police violence queer white person,normal
25495966_gab,gab,good black ass well corrupt africa sure rhodesia angola mozambique dr congo would love new nigger exploit extort lol,hatespeech
27799380_gab,gab,mr markle cunt harry nigger lovers,hatespeech
1117424980080386048_twitter,twitter,mullets prevent getting redneck,normal
14355196_gab,gab,rocketman savage USER man arrested USER threatening kill white cops obama supporter posted photo facebook michaelarega time date replies retweets,normal
24032034_gab,gab,USER hate hairy titty nigger bullshit wrong many levels suck fearful_face angry_face ogre pile_of_poo ogre pile_of_poo ogre pile_of_poo ogre pile_of_poo,hatespeech
20403583_gab,gab,awesome nigger loves possum mention lyrics nigger also loves corn juice watermelon twas ever thus,hatespeech
1178867069414043648_twitter,twitter,fucking hate white people,hatespeech
19090207_gab,gab,like niggers much change name walkerifuckniggers begone nigger lover,hatespeech
1178630988072660993_twitter,twitter,USER USER USER USER ghana one shithole countries USER referring shithole country better job providing citizens us,normal
25129722_gab,gab,checked genes percent white say im one nation no race pure would change mind yid neger dna dont think hate ideology skin color,offensive
1179095057649033217_twitter,twitter,not laugh life expectancy dykes lower not seen older dyke like not tryna ignorant not report,normal
27019172_gab,gab,heart saying kill light bitch,hatespeech
1178428611151331328_twitter,twitter,USER USER sorry not true white countries like sweden german practically ruled gays teach masterbation kindergarten ffs whereas numerous black muslim countries homosexuality law often death penalty culture general not pro gay,normal
1178579403720318976_twitter,twitter,USER lol dutch white people not taller south african white people bro white people sa super tall amd beasts maybe coz dutch descendants,normal
1178882815259222017_twitter,twitter,USER not white bitch,offensive
16803737_gab,gab,niggerette stupid affirmative action moron live houston thing dumber really stupid niggers keep electing,offensive
1203177135302557696_twitter,twitter,USER haa beti wale line mai thoda cheesey ho gaya social media pe uske kehne ka matlb tha cares wife like daughter,normal
19687649_gab,gab,friendly reminder going debating actual percent er lowtax ask mail order gook wife listening,hatespeech
1178724697128595457_twitter,twitter,bitch big ol nigga,normal
6677328_gab,gab,muslim terrorist treasonous arab ass kissing state dept making sure trump not kissing arab muslim ass far important us national security,offensive
1178270987797848064_twitter,twitter,USER marrying white devil not change color still black divorces person_shrugging medium_skin_tone female_sign,hatespeech
1177657400100147200_twitter,twitter,sleeper released single date collaboration luxury jewellery brand gemcerey,normal
1179054364452892672_twitter,twitter,USER USER happens tourist get raped dont abaya get stoned dead look,normal
18971905_gab,gab,americans not willing live communist moslem countries not control government though would force brutal policies upon us given chance,normal
8439155_gab,gab,disagree peoples colors raped pillaged one another since figured someone else better beer hotter babes problem today people countries peaceful understand violence awaits border,normal
22968939_gab,gab,back old not say nigger rap unless black thing not even call ninja blue hair,normal
23664868_gab,gab,no fuck kike im glab holocaust happened,hatespeech
9840947_gab,gab,ayn rand kike reject burned copy atlas shrugged ages ago,offensive
12859763_gab,gab,got torba moma crying like bitch happy nigger,offensive
1179078971687874566_twitter,twitter,USER USER people used use words gay faggot retard casually views crime bill capital punishment marijuana marriage equality changing warren changed enlightenment military spending partisan problem feel free answer original question,normal
1124131936438501377_twitter,twitter,kawhi fucking cheat code,normal
1227326624489713664_twitter,twitter,weak bitch wanna bad bitch,offensive
24337479_gab,gab,sergei faggot would prefer nsdap not burned gay pornography books transgender theory,hatespeech
1178951937150074881_twitter,twitter,USER president knows africa raped plundered person signing contracts expense ghana USER not lament yet nothing fact policies continues encourage happen,normal
1122761929934737408_twitter,twitter,leave one wolf alive sheep whitewalkers never safe,normal
16705026_gab,gab,not civilized nation assault women children worse yet foreign invaders met inadequate even no punishment response not mobs men armed torches rope,normal
25429665_gab,gab,indeed low iq wignat kike shill hard tell lot time days,hatespeech
12186371_gab,gab,boobs great along long well traveled road discovered small breasted women make better lovers,offensive
17393401_gab,gab,unlike racist islam arablies world,offensive
17019388_gab,gab,gotta like spic sometimes may want go home least hate degenerate queers much us,hatespeech
1181252074899726337_twitter,twitter,jdg could racist asians like pick something popular joshua rush couldnt smoke without inhaling,normal
19968665_gab,gab,another treasonous fucking kike congress trying make illegal white people defend genocide,hatespeech
6379567_gab,gab,think people would much different view islam refugee crisis actually countries hell earth hate west no intention assimilation invasion gabfam maga,offensive
1106875215005405185_twitter,twitter,USER many muslim pray u guys medic team best solution give treatmen,normal
1254997203363430400_twitter,twitter,USER possible put subtitles videos know one person twitter anazing,normal
15756443_gab,gab,muzzies already made us realize winking_face_with_tongue,offensive
1179105058597810186_twitter,twitter,USER tell truth hate tell hate,normal
1163828708517568517_twitter,twitter,USER proud boys pro nazi jesus terrible journalist,normal
14892008_gab,gab,think would happen southern white interviewer went black ghetto area us north mason dixon would treated like black israel jews racist tribal violent like blacks,hatespeech
1853789_gab,gab,hoping hillary think trump not press charges dosent pardon trumps new team put bitch rest away,offensive
1098403681433780225_twitter,twitter,rip zion shoe,normal
21504198_gab,gab,years girls telford groomed raped even killed shit brains morons incharge not want called racist well call retarded fuck monkeys instead wonder find worse angry_face middle_finger,offensive
27543273_gab,gab,white sows shameless bitches no shame starved affection go stinking ghetto niggah ape,offensive
1187265210366791680_twitter,twitter,not niggas cheat sum inna house playin tekken,normal
1212102253492023297_twitter,twitter,year old white women ship r ylo censored expect understand not minority,normal
1077291887134879744_twitter,twitter,USER could one thing clear want illegal immigrants standing southern side border,offensive
1084979035522899969_twitter,twitter,bitch could love cross tho ima show tho bitch ass boy,offensive
1179069658982469632_twitter,twitter,USER bring something drink mall white beaming_face_with_smiling_eyes,normal
1919775_gab,gab,fake liberal mainstream media members need rounded arrested sued imprisoned inciting racial racist violence towards white people,offensive
1167858843264569345_twitter,twitter,know say people big hands big feet wife retarded okay,offensive
27955937_gab,gab,another ignorant yank injuns immigrants like us fucking mongoloids asia like jews immigrants not kike landsquatters,hatespeech
18095855_gab,gab,fake claims moslem girl citing hate crime proven false however crime minister first inline condemn canadians racist attempt restrict freedom speech country,normal
13125728_gab,gab,red due starvation american blacks worship brain dead rapper stoner lifestyle detriment children not mention think aborted possible geniuses would pulled ghetto greatness,offensive
6680912_gab,gab,vampire blood white fuck one two need get glove tan lines outta though almost worst,normal
15344789_gab,gab,dear america context young vulnerable white underage children groomed raped abused sodomised muslims complete freedom full knowledge authorities fear offending muslims gotrump,hatespeech
5818932_gab,gab,recent study confirmed regular fetching beers making sandwiches greatly reduces chances domestic violence,offensive
21787587_gab,gab,not think even moment un involved making happen c mon un allowing white genocide south africa pushing white replacement genocide larger established countries,offensive
20301314_gab,gab,fucking kike sob banned favorite youtube channel motherfucker listen work everyday,hatespeech
1080283801589350402_twitter,twitter,USER lol yo punk ass stay attracted shit women,offensive
11199283_gab,gab,facebook full violence hate speech,normal
1178777366195298304_twitter,twitter,like brazil many descendants west africa social constructs labels classifications ruined many people falsely self identify white not even know abt native land b c bum ass caucazoids aka caucasians,offensive
15445326_gab,gab,bitcoin islam shit gehirnwäsche fangt zu denken,hatespeech
1253981837887713286_twitter,twitter,USER retarded twat spouts scewed agenda misinformation,offensive
10762626_gab,gab,fine called kike radical agenda,hatespeech
1117524200560967680_twitter,twitter,no_entry game thrones spoilers no_entry look away aliens come kill white walkers high five jon snow flying_saucer game thrones,normal
1178840157455298562_twitter,twitter,not find ne good content youtube help u niggers,normal
4592022_gab,gab,republican efforts get magic negro presidency attempt recreate kinder friendlier version obama could lead nose foreign policy keeping economic policy status quo getting less racial tension libs right uncle tom,offensive
1179057199865315328_twitter,twitter,USER worse dykes livingston different option see no evil_monkey,hatespeech
4570681_gab,gab,supporters refugees illegal immigrants understand ridiculous invoke constitution constitution fully applies us citizens residents covered residency status removed whats true countries,normal
5416566_gab,gab,sweden riot police forced shoot protestors violence erupts yet pm denial express hotpagenews com r,normal
21229733_gab,gab,ca billion budget deficit cost illegal immigrants billion think ca could legal citizens terms safety services infrastructure well education billion surplus,normal
25690451_gab,gab,need stop id nigger nations le sub humans fend let mother nature cull feral herds nothing better niggers getting rid niggers,hatespeech
27002624_gab,gab,every month refuse acknowledge nigger pride others white pride month,hatespeech
1086511235745701888_twitter,twitter,USER tbh bigag pornography would stacking bodies high negroes would blush,offensive
14288558_gab,gab,not leave kike bolshevik revolution bodycount million hitler christian,hatespeech
1178728443783127040_twitter,twitter,USER fuck raghead,hatespeech
8536582_gab,gab,sadiq khan london moslem mayor warns tory police cuts means future terror attacks likely not police cuts make terror attacks likely moslems uk make terrorist attacks likely,normal
1179100720458584066_twitter,twitter,dumb bitch season year round,offensive
4968783_gab,gab,hopefully speak freely moslim terror,hatespeech
15492641_gab,gab,truth mexican immigrants going vote republican democrats would already built wall visible space stefan molyneux,normal
19639148_gab,gab,nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigger nigg,hatespeech
23440601_gab,gab,us army liberals gonna help jews bring refugees middle east thay attack americans stomp usa flag american soldiers liberals thing liberals help jews persecute capitalists locally money soldiers help jews persecute capitalists abroad money,offensive
1178964068545236992_twitter,twitter,USER white person singing song says nigga people get mad not faggot bitch etc n word used differently words context nigga exception not rule,normal
1164587915319681024_twitter,twitter,asians really study black ppl culture come acting black making black music dont even kno wtf goin omg,offensive
1086765322487492610_twitter,twitter,USER USER plato would fucking hated jordan peterson,normal
1178351561233166336_twitter,twitter,USER USER USER not let offend carnal trailer trash worth,normal
1178393878686310405_twitter,twitter,USER USER USER omg actually said shit disgusting get mad call white supremacists,normal
1179093444771356674_twitter,twitter,lil baby think distant feel like always gonna drag outta say feel nigga im busy refugee grinning_face_with_sweat,normal
16064171_gab,gab,sexual harassment warn person going sexually harass give clear sign go,normal
3315800_gab,gab,USER putin makes great point refugees really seeking shelter however one goals islam rule world refugee crisis created intentionally nothing form jihad putin understands knows obama supports speakfreely,normal
19350480_gab,gab,certainly fugly enough kike bitch,hatespeech
2956214_gab,gab,like see hear news moslem business sued gays always christian businesses not threaten kill gays beheading throwing tall buildings,offensive
1178641566602158080_twitter,twitter,USER fair established accustaion kashmiri muslims forced vacate pandits masaacred pandits raped girls nd women kashmiri muslims r sole culprit,normal
8539261_gab,gab,new immigrant contribute early u new immigrant came added economy providing something economy needed since time economy developed meaning new immigrant comes contributes nothing fact pay,normal
1179076992861261824_twitter,twitter,white ass black business youre white,normal
1196484464752447488_twitter,twitter,drink big red feel really ghetto,normal
1088355307632381952_twitter,twitter,USER economic holocaust word grinning_face_with_smiling_eyes,normal
1087224984639033344_twitter,twitter,USER u askin would not realize ur not gay,normal
1179103596425732096_twitter,twitter,bitch ass facebook blocked using cuz called homie faggot face_with_rolling_eyes,normal
1181124042721378304_twitter,twitter,film dark cinematography insane joaquin phoenix crazy hundred_points,normal
1104196661172191233_twitter,twitter,USER damn eu stuck prestinni crying ass bench let simp get retarded main stage,normal
1178761154509836289_twitter,twitter,left pinky toe hater hoe ready cut,normal
1178833638215110656_twitter,twitter,USER USER using white male privilege racist patriarchy attack innocent young black african american male shame,normal
1192879861385314304_twitter,twitter,ghetto hoes wanna fight niggas sis get job,offensive
5968925_gab,gab,dear cate blanchard last time let sex moral compass said quote make left south border hard left never go full retard cate know,offensive
1083159533848023041_twitter,twitter,niggas flexing jewelry ones trynna get discount dollar tree smh,normal
16324773_gab,gab,worst film hopefully worse lesbian ghostbusters variant fat nigger years back,offensive
21213524_gab,gab,thing happens allow short haired dyke sheriff broward county florida,normal
17929392_gab,gab,salute brother truth nothing truth enjoy let develop brain use kike government,hatespeech
1179078847142273024_twitter,twitter,getting compliments women hit different pleading_face two_hearts,normal
1179101134163775490_twitter,twitter,USER surprised works flowers happens send make white roses,normal
1081849002621054976_twitter,twitter,sick niggas hire fucking help get rid niggas,normal
23519250_gab,gab,absolute bullshit psychological trick attempt show moslem supremacy low iq shit skins no balls dickless assholes,hatespeech
1178847852384018432_twitter,twitter,USER window closed mackinze worrying guess two arrogant white bitches dm issue stop childish talking ya shit,offensive
17942540_gab,gab,bet popular ghetto,offensive
1178485184188047360_twitter,twitter,janis space dyke,normal
10911896_gab,gab,suck nigger dick fucking faggot absofuckinglutely hate america become goddamn white man get fucking knees,hatespeech
20897534_gab,gab,yes backdoor part war dhimmi socialists always infiltrate attack patriots side islam daughters raped sold muslims,hatespeech
19238034_gab,gab,satan said no muslim must ever say jesus son god,offensive
24549572_gab,gab,vote conservative not want nigger neighbour not want yid vote labour,hatespeech
1230040092128894976_twitter,twitter,women blow everything proportion drink full gallon retard juice OK_hand,offensive
26797357_gab,gab,pay attention muslims blacks waking,offensive
1142152131748794368_twitter,twitter,like pretty ghetto type bitch even say hello,normal
23332335_gab,gab,doxxing anyone not free speech libel slander calls commit violence free speech,normal
14110630_gab,gab,surprised twitter not promote nigger made twitter cuck right last minute bitches,hatespeech
14550120_gab,gab,ah go fuck jew ya dyke bitch whore,hatespeech
23871845_gab,gab,evil sa refugee assad thanksjews lugenpresse,hatespeech
1179088146912301056_twitter,twitter,USER know difference illegal migrants living country valid visa pr muslim countries allow hindu living illegally,normal
15739905_gab,gab,happens let alt troasties think allowed opinions suddenly get idea fucking niggers ok long not anymore many nigger dicks sucked whore,hatespeech
11957582_gab,gab,far pewdiepie thing goes nothing inherently pejorative word nigger nigger derived latin niger black nigger literally means black nigger niger black no shitlib ever coherently articulated saying black okay nigger not,hatespeech
1087114213099745281_twitter,twitter,plot twist niggers alive whole time face_with_raised_eyebrow,hatespeech
26219214_gab,gab,hillberg100 day ago ask maxines wig russian retirement fund hubbys bank bailout not need living outside ghetto districts lowest living standards well poverty levels,offensive
3972671_gab,gab,USER nobel peace laureate fighting wars countries bestows medal freedom crazy uncle choo choo give finger cuban refugees airdropped billion cash iranian mullahs stage diving mob weeping celebs going away toungue bath,offensive
1178965453135179776_twitter,twitter,bot true enemy human rights group politician business group going accept refugees,normal
1253750496843771907_twitter,twitter,bitches say real real yes even real not real hits different,offensive
1105081692870500354_twitter,twitter,responsibility immigrants son relieved_face,normal
1213934652982992903_twitter,twitter,USER USER great except gop areas calling refugees rino areas need smoked,normal
6578482_gab,gab,niggers im calling nigger day gab huwhite folks jump onboard coz need buzzfeed action validate ass,hatespeech
1121833046787883012_twitter,twitter,swear never call bitch tupac smiling_face_with_smiling_eyes,normal
1388196_gab,gab,nice correct gabs guess gab gab spelling like retard craziness maga,hatespeech
16805548_gab,gab,bad mudslimes want cut head good mudslimes want bad mudslimes cut head,hatespeech
19110926_gab,gab,like shaun king trans nigger guys trans sand nigger shaun king white version uncle ruckus thinking black guy sand nigger variant,hatespeech
1178674168956633089_twitter,twitter,im queer muslim tired,normal
1179035794608197632_twitter,twitter,top read replies see people want reason disrespect blacks person made comment speak fact every race certain characteristic way talk relates race,normal
1189169183331885056_twitter,twitter,scorpio niggas not fuck built shit apryl not face_with_tears_of_joy,normal
1178870606294474752_twitter,twitter,white bitch would not let go front started speed soon seen blinker moms hoe ps fuck,offensive
7458007_gab,gab,reason islam classified religion could not sell political ideology free world much revolt people would see muzslimes invaders not poor rapefugees gimmigrants islam packaged religion freedom rape maim kill us,hatespeech
19580962_gab,gab,big pun particularly bombastic technically competent flow morbidly obese spic could definitely rap bad much weak bitch put fucking twinkies lose weight,hatespeech
11744991_gab,gab,faggot begging helicopter ride,hatespeech
1258064455943979009_twitter,twitter,USER u going muslim,normal
18051974_gab,gab,woke fuck not listening kikess shabos shiksa not even favorite,hatespeech
10500671_gab,gab,chicago sanctuary city hahaha couple months war zone ought enough allow illegals qualify refugees back home countries,offensive
12495056_gab,gab,nigger cut chase break lot steal car,hatespeech
1178728133932879872_twitter,twitter,USER USER yeah logic shud also support daughters get raped modern days open sex rape chill boyz girls fun sex,normal
21359909_gab,gab,hope next time nigger actually kills tommy gay boy robinson,hatespeech
1177715933386870785_twitter,twitter,USER get twitter feed towel head go milk goat something,hatespeech
